Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCP14,OUT010,229.816950200285
FDM60,OUT010,113.6195658467298
FDV24,OUT017,2236.825952228171
FDH08,OUT018,2848.823986689624
FDS12,OUT027,2268.3660786915225
FDR39,OUT027,3794.705984604762
FDP12,OUT027,801.980477116955
DRF60,OUT027,4910.263345481642
FDC09,OUT035,1445.2009861988154
FDF50,OUT018,2619.5900491364755
FDG28,OUT035,2986.655766257396
NCE19,OUT017,780.362989044025
NCM53,OUT010,234.92025627306828
NCN18,OUT049,1530.7888145011625
FDF32,OUT035,2738.5829263746273
FDF11,OUT013,2986.655766257396
DRI59,OUT049,2843.449557333273
NCG54,OUT035,2491.36525151629
FDM44,OUT046,1445.2009861988154
FDT57,OUT018,2884.2575728747597
FDV24,OUT046,2236.825952228171
FDI50,OUT019,530.4455835285245
FDS09,OUT035,752.0996833151002
NCC31,OUT027,2825.313301379986
FDQ07,OUT019,529.4618625165873
FDC22,OUT017,2738.5829263746273
FDZ56,OUT046,2491.36525151629
FDZ40,OUT019,179.72796755481477
FDS46,OUT027,1897.5827788488616
DRD24,OUT045,1677.458602046238
FDV45,OUT017,2738.5829263746273
FDL26,OUT045,2343.8678258910127
FDA56,OUT018,1628.8591215591237
FDN27,OUT046,1571.5872287341174
FDM20,OUT049,2986.655766257396
FDO16,OUT017,1287.0572959297501
FDL03,OUT035,2738.5829263746273
FDE58,OUT046,1571.5872287341174
FDI02,OUT027,1897.5827788488616
NCC55,OUT019,113.6195658467298
FDR03,OUT018,2739.5684313741626
FDB14,OUT017,1445.2009861988154
FDR45,OUT013,2986.655766257396
NCN07,OUT017,1673.625292903107
FDM51,OUT019,229.816950200285
FDT52,OUT027,4910.263345481642
FDL26,OUT046,2343.8678258910127
NCZ42,OUT046,2986.655766257396
DRI47,OUT019,346.9407128825383
FDW40,OUT013,1677.458602046238
FDN34,OUT046,2491.36525151629
FDS01,OUT035,2619.5900491364755
NCG55,OUT045,1571.5872287341174
FDC11,OUT035,1287.0572959297501
FDX35,OUT018,2781.747708320394
NCB06,OUT046,2383.3410779012274
FDR09,OUT019,539.0532359269648
FDC53,OUT017,1445.2009861988154
FDY45,OUT013,2986.655766257396
FDA22,OUT010,366.0621396611718
FDE02,OUT035,1445.2009861988154
FDW21,OUT045,1445.2009861988154
FDV34,OUT046,956.6925537105365
FDS59,OUT049,1473.2981189201064
NCW17,OUT017,1673.625292903107
NCK54,OUT046,1571.5872287341174
FDG17,OUT019,543.246793350131
FDG35,OUT017,2590.321604849917
FDD08,OUT010,113.6195658467298
NCO07,OUT017,2835.1399492712253
FDJ10,OUT010,325.0533240022392
FDW36,OUT017,1445.2009861988154
FDW21,OUT010,229.816950200285
FDY19,OUT017,1571.5872287341174
DRE03,OUT013,752.0996833151002
NCC55,OUT049,752.0996833151002
FDH52,OUT010,190.42556546497693
FDO09,OUT017,2986.655766257396
FDU43,OUT045,2986.655766257396
FDX09,OUT010,399.51662208576323
FDH40,OUT019,216.9322559075955
FDW58,OUT017,1445.2009861988154
FDC47,OUT017,2843.449557333273
NCR41,OUT035,1445.2009861988154
DRG49,OUT035,2986.655766257396
FDC52,OUT027,2619.5900491364755
FDY13,OUT046,988.2678573051492
FDY35,OUT013,752.0996833151002
FDI35,OUT017,2733.8560223086442
NCU18,OUT049,1677.458602046238
FDY33,OUT018,2380.0857770560306
FDC15,OUT027,3071.884990373187
FDU01,OUT049,2738.5829263746273
NCU42,OUT046,2491.36525151629
NCV29,OUT018,2518.259804787579
NCY30,OUT017,2738.5829263746273
FDQ46,OUT049,1541.061403122243
FDG58,OUT027,2825.313301379986
FDK33,OUT017,2835.1399492712253
NCD07,OUT045,1571.5872287341174
NCX29,OUT027,2619.5900491364755
NCT42,OUT013,2236.825952228171
DRN59,OUT035,752.0996833151002
FDI44,OUT035,1200.7855292841507
FDA45,OUT049,2619.5900491364755
FDP31,OUT045,860.0106755372074
FDY01,OUT046,1571.5872287341174
FDT09,OUT018,1673.625292903107
DRH03,OUT027,1746.1869387454703
FDA36,OUT018,2619.5900491364755
NCF31,OUT017,2276.466091235021
FDG14,OUT049,2236.825952228171
FDG28,OUT027,4910.263345481642
FDU14,OUT049,2986.655766257396
FDY47,OUT019,308.22025194562934
FDI56,OUT049,1287.0572959297501
DRD01,OUT013,780.362989044025
FDM22,OUT046,780.362989044025
FDH33,OUT013,752.0996833151002
DRZ24,OUT013,1571.5872287341174
NCQ38,OUT046,1445.2009861988154
FDO16,OUT027,1675.1652696108565
FDU07,OUT027,2619.5900491364755
NCB07,OUT013,2738.5829263746273
FDU48,OUT045,1673.625292903107
NCM43,OUT045,2491.36525151629
FDR31,OUT010,325.4081339334117
DRK49,OUT018,734.8497217210415
NCI30,OUT010,539.0532359269648
DRD60,OUT017,2733.8560223086442
NCG19,OUT046,2986.655766257396
FDH12,OUT035,1445.2009861988154
FDM32,OUT035,1304.5623280050077
FDM27,OUT035,2343.8678258910127
NCU53,OUT027,3505.924598873491
NCQ18,OUT046,1445.2009861988154
FDS10,OUT013,2619.5900491364755
FDB33,OUT027,3071.884990373187
FDI12,OUT013,1287.0572959297501
NCW42,OUT013,2843.449557333273
NCC06,OUT018,1673.625292903107
FDW02,OUT017,1673.625292903107
NCD43,OUT017,1445.2009861988154
FDM57,OUT018,1287.0572959297501
FDA58,OUT017,2986.655766257396
FDK56,OUT046,2738.5829263746273
FDP52,OUT045,2894.900292159599
FDW20,OUT018,1673.625292903107
FDS52,OUT049,1445.2009861988154
NCT29,OUT018,1628.8591215591237
NCL54,OUT013,2619.5900491364755
FDC05,OUT045,2738.5829263746273
FDF34,OUT035,2738.5829263746273
FDP03,OUT027,2241.7793099320497
FDD32,OUT010,211.2028487826975
FDZ10,OUT045,1673.625292903107
FDZ40,OUT035,780.362989044025
FDD51,OUT018,734.8497217210415
NCY30,OUT019,399.51662208576323
FDP58,OUT017,2835.1399492712253
FDV49,OUT017,2986.655766257396
FDY24,OUT019,122.84296616236908
NCO55,OUT017,1460.335172888879
FDR13,OUT017,1571.5872287341174
FDS51,OUT017,793.522820413744
FDP26,OUT045,1445.2009861988154
NCB54,OUT027,2268.3660786915225
FDF32,OUT017,2738.5829263746273
FDN31,OUT018,2619.5900491364755
DRM48,OUT017,752.0996833151002
FDN20,OUT049,2491.36525151629
DRL01,OUT046,2917.46725031553
FDV56,OUT049,1460.335172888879
DRH13,OUT027,1816.402505880569
FDA03,OUT017,2236.825952228171
FDF47,OUT027,4656.201536924591
FDX32,OUT046,2236.825952228171
FDX57,OUT049,1445.2009861988154
NCA30,OUT045,2738.5829263746273
FDO49,OUT013,752.0996833151002
FDL04,OUT019,229.816950200285
DRM48,OUT035,752.0996833151002
FDR16,OUT013,2835.1399492712253
NCC19,OUT018,2619.5900491364755
NCE42,OUT045,2986.655766257396
FDY24,OUT017,780.362989044025
FDH19,OUT049,2590.321604849917
FDJ46,OUT013,2590.321604849917
FDN45,OUT010,529.4618625165873
FDY08,OUT035,1673.625292903107
FDZ37,OUT035,1287.0572959297501
NCT30,OUT045,752.0996833151002
DRY23,OUT018,734.8497217210415
NCZ30,OUT018,1628.8591215591237
FDC44,OUT018,1571.5872287341174
FDB45,OUT035,1445.2009861988154
FDY04,OUT013,2491.36525151629
FDM27,OUT046,2380.0857770560306
FDZ43,OUT017,2986.655766257396
FDT39,OUT019,348.40382246778347
NCC06,OUT019,285.54483667278765
FDL15,OUT027,2825.313301379986
FDL57,OUT017,2986.655766257396
FDU08,OUT046,1445.2009861988154
FDK40,OUT017,2986.655766257396
FDQ12,OUT010,532.7862363154605
FDS48,OUT017,2236.825952228171
FDP09,OUT045,2835.1399492712253
FDW21,OUT049,1445.2009861988154
FDY25,OUT035,2733.8560223086442
DRE13,OUT017,1287.0572959297501
FDV43,OUT019,113.6195658467298
FDD22,OUT045,1541.061403122243
FDM46,OUT019,229.53744880863755
NCO30,OUT010,454.05633710204603
FDM25,OUT046,2590.321604849917
NCN41,OUT049,1628.8591215591237
FDU24,OUT045,1445.2009861988154
FDZ50,OUT046,2738.5829263746273
FDP45,OUT013,2986.655766257396
NCM54,OUT045,1673.625292903107
FDW10,OUT019,399.51662208576323
FDP20,OUT017,1673.625292903107
FDK32,OUT046,2236.825952228171
FDN52,OUT049,1287.0572959297501
FDM58,OUT045,1530.7888145011625
FDZ46,OUT027,1826.152526700697
NCA18,OUT018,1571.5872287341174
FDD35,OUT046,1628.8591215591237
NCK31,OUT035,752.0996833151002
FDI40,OUT027,1746.1869387454703
FDT50,OUT019,229.53744880863755
NCT06,OUT046,2491.36525151629
FDT31,OUT035,2738.5829263746273
FDT45,OUT049,770.3733910182882
FDT13,OUT045,2738.5829263746273
FDO50,OUT045,1287.0572959297501
NCU18,OUT010,324.72083949726164
NCR54,OUT049,2738.5829263746273
NCO18,OUT018,2518.259804787579
FDU09,OUT045,780.362989044025
FDT13,OUT018,2619.5900491364755
FDE09,OUT046,1541.061403122243
NCK53,OUT019,229.816950200285
FDG45,OUT049,2835.1399492712253
DRH15,OUT035,752.0996833151002
FDO21,OUT019,532.7862363154605
FDD14,OUT027,4545.518711758744
FDC09,OUT046,1445.2009861988154
FDH45,OUT027,801.980477116955
FDV32,OUT046,860.0106755372074
FDG12,OUT035,1571.5872287341174
FDS32,OUT013,1673.625292903107
NCL55,OUT018,2884.2575728747597
DRE01,OUT035,2986.655766257396
DRE15,OUT049,1197.6262770642902
NCL42,OUT045,2986.655766257396
FDP31,OUT013,860.0106755372074
FDN33,OUT018,1445.2009861988154
FDZ59,OUT046,2491.36525151629
FDE45,OUT010,399.51662208576323
FDJ07,OUT013,1571.5872287341174
FDQ45,OUT018,2619.5900491364755
FDM33,OUT027,4656.201536924591
FDO15,OUT010,199.95639504994392
FDM46,OUT013,1389.4869559281444
FDR03,OUT045,2835.1399492712253
FDY49,OUT018,2432.773616034342
FDQ60,OUT045,1571.5872287341174
FDW10,OUT049,2596.101640402306
FDO51,OUT049,752.0996833151002
FDJ40,OUT018,1460.335172888879
FDS20,OUT018,2596.101640402306
FDU45,OUT013,1541.061403122243
FDV02,OUT035,2491.36525151629
FDN09,OUT046,2986.655766257396
NCM55,OUT027,4545.518711758744
FDN23,OUT018,2217.913302591025
FDY31,OUT010,339.0172501061036
FDW03,OUT010,229.816950200285
FDD14,OUT046,2738.5829263746273
FDV23,OUT017,1673.625292903107
DRI03,OUT045,2590.321604849917
FDN13,OUT035,1445.2009861988154
FDF45,OUT027,1354.7993935549719
FDU46,OUT035,1287.0572959297501
FDB57,OUT049,2843.449557333273
FDV12,OUT049,1445.2009861988154
FDQ58,OUT013,2236.825952228171
NCA18,OUT017,1571.5872287341174
FDH52,OUT049,793.522820413744
FDM24,OUT018,2217.913302591025
NCP43,OUT027,3870.5393589948867
NCO18,OUT019,399.51662208576323
FDM32,OUT017,1287.0572959297501
NCL07,OUT017,752.0996833151002
FDK03,OUT013,2986.655766257396
FDP59,OUT017,1445.2009861988154
FDQ24,OUT049,2986.655766257396
FDQ16,OUT018,1505.9011667938744
FDU44,OUT013,2383.3410779012274
FDH28,OUT010,113.6195658467298
FDV28,OUT019,113.6195658467298
FDM22,OUT045,780.362989044025
FDR56,OUT046,2738.5829263746273
FDV39,OUT049,2738.5829263746273
FDU37,OUT019,203.42439475535377
FDQ11,OUT010,547.3928620205694
FDX02,OUT045,2843.449557333273
NCS42,OUT018,1445.2009861988154
FDY57,OUT027,1746.1869387454703
FDB21,OUT049,2986.655766257396
FDE28,OUT017,2894.900292159599
FDQ55,OUT017,1571.5872287341174
FDA48,OUT049,2843.449557333273
FDZ19,OUT045,2590.321604849917
NCC43,OUT045,2986.655766257396
NCV18,OUT046,1287.0572959297501
NCA42,OUT018,2380.0857770560306
FDY45,OUT046,2986.655766257396
NCC30,OUT045,2619.5900491364755
FDM57,OUT013,1287.0572959297501
FDL09,OUT010,366.0621396611718
FDB09,OUT027,2268.3660786915225
FDT44,OUT035,1571.5872287341174
NCT06,OUT027,3540.375037768293
FDX26,OUT049,2738.5829263746273
FDK32,OUT013,2276.466091235021
DRA12,OUT046,1679.552662452492
FDO46,OUT010,475.9562917242806
FDE52,OUT013,1287.0572959297501
NCH42,OUT045,2894.900292159599
FDV08,OUT035,752.0996833151002
FDB47,OUT018,2739.5684313741626
FDC28,OUT010,244.7640540020561
FDD22,OUT046,1571.5872287341174
FDS07,OUT027,1897.5827788488616
DRI13,OUT045,2835.1399492712253
FDG32,OUT018,2781.747708320394
FDU14,OUT017,2986.655766257396
FDD28,OUT019,184.1598683195836
NCP41,OUT017,1505.9011667938744
FDS08,OUT049,2590.321604849917
FDX47,OUT045,2380.0857770560306
FDC53,OUT019,229.816950200285
FDQ19,OUT035,2986.655766257396
FDL14,OUT045,2343.8678258910127
FDM33,OUT019,529.4618625165873
FDA51,OUT045,1571.5872287341174
FDZ27,OUT018,734.8497217210415
FDT04,OUT046,752.0996833151002
DRC13,OUT049,1673.625292903107
FDR16,OUT027,4564.101659196683
FDQ03,OUT027,4910.263345481642
FDE38,OUT035,2491.36525151629
DRH23,OUT027,1213.3845959443934
FDT11,OUT019,475.9562917242806
FDD09,OUT035,2619.5900491364755
FDR40,OUT045,1287.0572959297501
FDX07,OUT017,2738.5829263746273
FDR07,OUT035,1445.2009861988154
FDA51,OUT017,1571.5872287341174
FDT59,OUT019,532.7862363154605
FDF20,OUT017,2738.5829263746273
FDR13,OUT045,1571.5872287341174
FDY26,OUT049,2835.1399492712253
FDW04,OUT017,1673.625292903107
FDK52,OUT017,2843.449557333273
FDN60,OUT049,2380.0857770560306
FDM09,OUT019,375.00594617122755
FDP46,OUT049,1287.0572959297501
FDB50,OUT019,202.58084545714817
NCQ29,OUT049,2986.655766257396
FDP16,OUT027,4920.0042989330195
FDX33,OUT018,2395.2992992268846
FDP07,OUT010,480.62466092909176
FDN22,OUT046,2986.655766257396
FDF39,OUT049,2986.655766257396
FDS21,OUT017,793.522820413744
NCM42,OUT013,1460.335172888879
FDK50,OUT019,366.0621396611718
DRF13,OUT027,2619.5900491364755
FDH35,OUT018,2432.773616034342
FDP60,OUT018,1445.2009861988154
DRJ49,OUT027,2268.3660786915225
NCT42,OUT019,348.40382246778347
FDE38,OUT049,2491.36525151629
FDI04,OUT049,2738.5829263746273
NCH54,OUT045,2380.0857770560306
FDT56,OUT049,780.362989044025
DRD15,OUT018,2848.823986689624
FDV58,OUT013,2738.5829263746273
FDP21,OUT049,2738.5829263746273
FDH05,OUT013,2917.46725031553
FDR10,OUT027,3476.5175679539275
NCP06,OUT045,2236.825952228171
FDF33,OUT049,1460.335172888879
DRK37,OUT013,2738.5829263746273
DRH49,OUT045,1287.0572959297501
FDT58,OUT013,2491.36525151629
FDD41,OUT018,1445.2009861988154
FDP40,OUT018,1530.7888145011625
FDM51,OUT027,1746.1869387454703
FDO45,OUT010,211.2028487826975
FDW33,OUT010,229.816950200285
FDY24,OUT045,780.362989044025
FDB10,OUT010,540.9710628508286
FDM40,OUT035,1677.458602046238
NCI06,OUT017,2733.8560223086442
FDW12,OUT019,325.0533240022392
FDX48,OUT027,2825.313301379986
NCW05,OUT027,1816.402505880569
FDX27,OUT017,1445.2009861988154
DRM37,OUT045,2738.5829263746273
FDA38,OUT045,2986.655766257396
FDR36,OUT046,752.0996833151002
FDZ45,OUT046,2738.5829263746273
FDG05,OUT017,2380.0857770560306
FDK28,OUT013,2986.655766257396
FDV47,OUT045,1287.0572959297501
FDN21,OUT045,2383.3410779012274
FDP20,OUT027,2268.3660786915225
FDI35,OUT045,2733.8560223086442
DRY23,OUT013,752.0996833151002
FDA56,OUT017,1628.8591215591237
FDB09,OUT013,1669.940636801825
NCO26,OUT027,1897.5827788488616
FDQ49,OUT018,2348.7975917059125
FDI52,OUT027,2268.3660786915225
FDZ44,OUT027,1897.5827788488616
FDZ09,OUT018,2432.773616034342
FDY03,OUT049,1571.5872287341174
NCG42,OUT017,1673.625292903107
DRI13,OUT027,4656.201536924591
FDQ32,OUT013,1673.625292903107
FDW16,OUT035,1287.0572959297501
FDU27,OUT046,752.0996833151002
FDR28,OUT010,366.0621396611718
FDQ49,OUT010,350.6581247332694
FDS37,OUT046,1571.5872287341174
FDW26,OUT018,2739.5684313741626
FDX12,OUT018,2884.2575728747597
NCP06,OUT013,2236.825952228171
FDW45,OUT010,335.42894291440916
NCN30,OUT049,1445.2009861988154
FDN24,OUT049,770.3733910182882
NCL41,OUT027,801.980477116955
FDR02,OUT019,234.92025627306828
FDD09,OUT010,415.1972532307894
FDS33,OUT010,216.9322559075955
FDU22,OUT045,1628.8591215591237
FDI53,OUT013,2491.36525151629
DRH01,OUT049,2590.321604849917
FDX32,OUT013,1679.552662452492
NCP30,OUT018,734.8497217210415
FDB60,OUT045,2738.5829263746273
FDB14,OUT049,1445.2009861988154
NCP02,OUT035,780.362989044025
FDJ10,OUT017,1673.625292903107
FDG34,OUT046,1530.7888145011625
NCB18,OUT017,1287.0572959297501
FDM16,OUT049,988.2678573051492
FDW25,OUT018,1287.0572959297501
FDB35,OUT010,226.90090388858619
DRN11,OUT013,1679.552662452492
FDF41,OUT019,540.9710628508286
FDH16,OUT045,1287.0572959297501
NCQ50,OUT018,2739.5684313741626
DRH23,OUT018,770.3733910182882
DRJ37,OUT013,2236.825952228171
DRJ24,OUT027,4545.518711758744
FDY16,OUT035,2738.5829263746273
FDQ27,OUT045,1445.2009861988154
FDZ33,OUT045,2236.825952228171
FDF29,OUT045,1673.625292903107
FDA08,OUT049,2491.36525151629
FDG31,OUT046,860.0106755372074
FDE34,OUT019,429.8573751191753
NCR30,OUT027,1525.1750256785954
FDV33,OUT035,2986.655766257396
DRZ24,OUT018,1628.8591215591237
NCL54,OUT035,2590.321604849917
FDR12,OUT049,2590.321604849917
NCC54,OUT046,2986.655766257396
DRN59,OUT013,752.0996833151002
FDX50,OUT019,238.06840031757173
FDV31,OUT027,3708.3688204207474
NCA29,OUT027,3708.3688204207474
FDW60,OUT049,2619.5900491364755
FDX08,OUT017,2738.5829263746273
DRD49,OUT013,2986.655766257396
FDD33,OUT046,2894.900292159599
FDW35,OUT013,752.0996833151002
FDJ36,OUT017,1445.2009861988154
FDV51,OUT035,2491.36525151629
FDW36,OUT046,1460.335172888879
FDH35,OUT046,2491.36525151629
NCS30,OUT027,2268.3660786915225
FDN49,OUT017,752.0996833151002
FDL08,OUT018,2884.2575728747597
FDI09,OUT013,2986.655766257396
FDP19,OUT018,1673.625292903107
FDU21,OUT010,113.6195658467298
NCP41,OUT045,1460.335172888879
FDY10,OUT013,1541.061403122243
FDP12,OUT018,734.8497217210415
NCN26,OUT049,1571.5872287341174
FDK44,OUT013,2590.321604849917
FDC28,OUT049,1473.2981189201064
FDJ41,OUT027,4837.834772572893
NCT29,OUT035,1673.625292903107
NCH42,OUT019,532.7862363154605
FDU60,OUT018,2432.773616034342
FDS02,OUT045,2738.5829263746273
FDC51,OUT046,1628.8591215591237
FDU03,OUT013,2738.5829263746273
FDX39,OUT045,2835.1399492712253
NCY05,OUT010,113.6195658467298
NCL06,OUT027,4910.263345481642
FDD32,OUT035,1200.7855292841507
NCN41,OUT045,1628.8591215591237
NCX53,OUT049,1677.458602046238
FDU57,OUT019,348.40382246778347
FDQ23,OUT046,1445.2009861988154
FDQ52,OUT045,2986.655766257396
FDC14,OUT045,752.0996833151002
FDY09,OUT035,2619.5900491364755
FDQ28,OUT045,2343.8678258910127
FDV25,OUT046,2843.449557333273
FDJ07,OUT035,1571.5872287341174
DRB25,OUT049,1445.2009861988154
FDK52,OUT019,529.4618625165873
FDY52,OUT027,1447.2687164958925
FDB28,OUT046,2738.5829263746273
FDT36,OUT035,752.0996833151002
FDV25,OUT017,2843.449557333273
NCN07,OUT027,2268.3660786915225
FDC57,OUT017,2738.5829263746273
FDQ03,OUT018,2884.2575728747597
FDU23,OUT017,2491.36525151629
NCX41,OUT035,2835.1399492712253
NCD06,OUT035,752.0996833151002
FDW08,OUT045,1460.335172888879
NCU29,OUT017,2236.825952228171
NCE06,OUT013,2383.3410779012274
FDV52,OUT010,257.4965250883498
FDB02,OUT017,2619.5900491364755
NCR18,OUT045,752.0996833151002
FDK16,OUT049,1445.2009861988154
NCQ29,OUT010,539.0532359269648
FDZ01,OUT019,229.816950200285
FDW27,OUT035,2380.0857770560306
FDD17,OUT018,2884.2575728747597
FDW39,OUT013,2619.5900491364755
DRH59,OUT045,956.6925537105365
FDS52,OUT013,1445.2009861988154
FDU40,OUT027,4545.518711758744
NCF54,OUT013,2590.321604849917
FDH46,OUT045,1445.2009861988154
NCP14,OUT049,1445.2009861988154
FDH50,OUT049,2738.5829263746273
DRF15,OUT010,349.746069055236
FDV27,OUT027,1677.458602046238
NCJ06,OUT049,1628.8591215591237
FDN02,OUT018,2739.5684313741626
FDQ51,OUT049,752.0996833151002
FDQ07,OUT017,2843.449557333273
FDS45,OUT049,1445.2009861988154
NCJ06,OUT045,1628.8591215591237
FDD36,OUT035,1571.5872287341174
FDY25,OUT045,2738.5829263746273
FDU52,OUT046,2343.8678258910127
DRK47,OUT017,2843.449557333273
NCL30,OUT017,1673.625292903107
FDN22,OUT035,2986.655766257396
NCF30,OUT027,2268.3660786915225
FDK03,OUT035,2986.655766257396
FDT45,OUT017,780.362989044025
NCC54,OUT027,4910.263345481642
FDP08,OUT018,2619.5900491364755
FDU44,OUT046,2491.36525151629
DRG39,OUT035,770.3733910182882
